"ID"	"Participant"	"Condition"	"Word"	"Cognate"	"TrialNumberRaw"	"PreTestRaw"	"GermanKnown"	"TestingMoment"	"RetentionInterval"	"KnownBefore"	"MeanTime"	"Score"	"Phonemes"	"PhonemesCorrectRelative"	"PhonemesIncorrectRelative"	"ExtraPhonemes"	"L1Frequency"	"L2Frequency"	"Concreteness"	"Memory"	"Lextale"	"Proficiency"	"YearsOfDutch"	"Age"	"Exposure"	"HowManyOtherLanguages"
"31rietje"	"31"	"Experimental"	"rietje"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.56	0.56	5	84	58.75	4	1	19	2.666666667	2
"31kapstok"	"31"	"Experimental"	"kapstok"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	0	7	0	7	0	0.03	0.23	4.8	84	58.75	4	1	19	2.666666667	2
"31broodrooster"	"31"	"Experimental"	"broodrooster"	"Non-cognate"	28	"g"	""	"Main2"	"7"	"No"	""	1	10	10	0	0	0.81	0.53	4.87	84	58.75	4	1	19	2.666666667	2
"31lessenaar"	"31"	"Experimental"	"lessenaar"	"Non-cognate"	32	"8"	""	"Main2"	"7"	"No"	""	0	7	0	7	0	0.34	0.1	4.64	84	58.75	4	1	19	2.666666667	2
"31garde"	"31"	"Experimental"	"garde"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	84	58.75	4	1	19	2.666666667	2
"31kooi"	"31"	"Experimental"	"kooi"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"Yes"	""	1	3	3	0	0	1.15	1.17	4.53	84	58.75	4	1	19	2.666666667	2
"31gieter"	"31"	"Experimental"	"gieter"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"No"	""	1	5	5	0	0	0.12	0.12	4.73	84	58.75	4	1	19	2.666666667	2
"31schroef"	"31"	"Experimental"	"schroef"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"No"	""	0	5	0	5	0	0.65	0.47	4.87	84	58.75	4	1	19	2.666666667	2
"31aambeeld"	"31"	"Experimental"	"aambeeld"	"Cognate"	68	"9"	"Yes"	"Main4"	"7"	"No"	""	1	6	6	0	0	0.23	0.18	3.79	84	58.75	4	1	19	2.666666667	2
"31zaag"	"31"	"Experimental"	"zaag"	"Cognate"	72	"9"	"Yes"	"Main4"	"7"	"No"	""	1	3	3	0	0	0.61	0.66	4.73	84	58.75	4	1	19	2.666666667	2
"31hengel"	"31"	"Experimental"	"hengel"	"Cognate"	80	"h"	"Yes"	"Main4"	"3"	"No"	""	1	5	5	0	0	1.23	0.47	4.6	84	58.75	4	1	19	2.666666667	2
"31zeis"	"31"	"Experimental"	"zeis"	"Cognate"	82	"9"	"Yes"	"Main4"	"7"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	84	58.75	4	1	19	2.666666667	2
"31gesp"	"31"	"Experimental"	"gesp"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	84	58.75	4	1	19	2.666666667	2
"31hes"	"31"	"Experimental"	"hes"	"Non-cognate"	56	"8"	""	"Main4"	"3"	"No"	""	1	3	3	0	0	NA	0.07	NA	84	58.75	4	1	19	2.666666667	2
"31waaier"	"31"	"Experimental"	"waaier"	"Non-cognate"	68	"9"	""	"Main4"	"7"	"No"	""	1	5	5	0	0	0.45	0.31	4.53	84	58.75	4	1	19	2.666666667	2
"31kous"	"31"	"Experimental"	"kous"	"Non-cognate"	72	"9"	""	"Main4"	"7"	"No"	""	0	3	0	3	0	0.41	0.51	4.67	84	58.75	4	1	19	2.666666667	2
"31veter"	"31"	"Experimental"	"veter"	"Non-cognate"	80	"8"	""	"Main4"	"3"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	84	58.75	4	1	19	2.666666667	2
"31slab"	"31"	"Experimental"	"slab"	"Non-cognate"	82	"9"	""	"Main4"	"7"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	84	58.75	4	1	19	2.666666667	2
"31tamboerijn"	"31"	"Experimental"	"tamboerijn"	"Cognate"	52	"h"	"Yes"	"Main4"	"3"	"Yes"	""	1	8	8	0	0	0.11	0.16	4.6	84	58.75	4	1	19	2.666666667	2
"31peddel"	"31"	"Experimental"	"peddel"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"No"	""	1	5	5	0	0	0.26	0.3	4.8	84	58.75	4	1	19	2.666666667	2
"31stelt"	"31"	"Experimental"	"stelt"	"Cognate"	68	"8"	"Yes"	"Main4"	"7"	"No"	""	1	5	5	0	0	0.12	1.74	3.92	84	58.75	4	1	19	2.666666667	2
"31knuffel"	"31"	"Experimental"	"knuffel"	"Cognate"	72	"9"	"Yes"	"Main4"	"7"	"Yes"	""	1	6	6	0	0	0.11	1.11	4.6	84	58.75	4	1	19	2.666666667	2
"31wip"	"31"	"Experimental"	"wip"	"Cognate"	80	"9"	"Yes"	"Main4"	"3"	"No"	""	1	3	3	0	0	0.09	0.91	4.47	84	58.75	4	1	19	2.666666667	2
"31gum"	"31"	"Experimental"	"gum"	"Cognate"	82	"h"	"Yes"	"Main4"	"7"	"No"	""	1	3	3	0	0	0.18	0.17	4.4	84	58.75	4	1	19	2.666666667	2
"31kapstok"	"31"	"Experimental"	"kapstok"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	0	7	0	7	0	0.03	0.23	4.8	84	58.75	4	1	19	2.666666667	2
"31rietje"	"31"	"Experimental"	"rietje"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	1	5	5	0	0	0.56	0.56	5	84	58.75	4	1	19	2.666666667	2
"31lessenaar"	"31"	"Experimental"	"lessenaar"	"Non-cognate"	68	"8"	""	"Main4"	"7"	"No"	""	0.57	7	4	3	0	0.34	0.1	4.64	84	58.75	4	1	19	2.666666667	2
"31broodrooster"	"31"	"Experimental"	"broodrooster"	"Non-cognate"	72	"g"	""	"Main4"	"7"	"No"	""	1	10	10	0	0	0.81	0.53	4.87	84	58.75	4	1	19	2.666666667	2
"31garde"	"31"	"Experimental"	"garde"	"Non-cognate"	80	"9"	""	"Main4"	"3"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	84	58.75	4	1	19	2.666666667	2
"31kooi"	"31"	"Experimental"	"kooi"	"Non-cognate"	82	"9"	""	"Main4"	"7"	"Yes"	""	1	3	3	0	0	1.15	1.17	4.53	84	58.75	4	1	19	2.666666667	2
"31schroef"	"31"	"Experimental"	"schroef"	"Cognate"	2	"9"	"Yes"	"Post"	"3"	"No"	""	0	5	0	5	0	0.65	0.47	4.87	84	58.75	4	1	19	2.666666667	2
"31zaag"	"31"	"Experimental"	"zaag"	"Cognate"	4	"9"	"Yes"	"Post"	"7"	"No"	""	1	3	3	0	0	0.61	0.66	4.73	84	58.75	4	1	19	2.666666667	2
"31aambeeld"	"31"	"Experimental"	"aambeeld"	"Cognate"	5	"9"	"Yes"	"Post"	"7"	"No"	""	0.83	6	5	1	0	0.23	0.18	3.79	84	58.75	4	1	19	2.666666667	2
"31gieter"	"31"	"Experimental"	"gieter"	"Cognate"	6	"9"	"Yes"	"Post"	"3"	"No"	""	1	5	5	0	0	0.12	0.12	4.73	84	58.75	4	1	19	2.666666667	2
"31zeis"	"31"	"Experimental"	"zeis"	"Cognate"	7	"9"	"Yes"	"Post"	"7"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	84	58.75	4	1	19	2.666666667	2
"31hengel"	"31"	"Experimental"	"hengel"	"Cognate"	8	"h"	"Yes"	"Post"	"3"	"No"	""	0.6	5	3	2	0	1.23	0.47	4.6	84	58.75	4	1	19	2.666666667	2
"31veter"	"31"	"Experimental"	"veter"	"Non-cognate"	9	"8"	""	"Post"	"3"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	84	58.75	4	1	19	2.666666667	2
"31waaier"	"31"	"Experimental"	"waaier"	"Non-cognate"	10	"9"	""	"Post"	"7"	"No"	""	1	5	5	0	0	0.45	0.31	4.53	84	58.75	4	1	19	2.666666667	2
"31hes"	"31"	"Experimental"	"hes"	"Non-cognate"	12	"8"	""	"Post"	"3"	"No"	""	0	3	0	3	0	NA	0.07	NA	84	58.75	4	1	19	2.666666667	2
"31kous"	"31"	"Experimental"	"kous"	"Non-cognate"	16	"9"	""	"Post"	"7"	"No"	""	0	3	0	3	0	0.41	0.51	4.67	84	58.75	4	1	19	2.666666667	2
"31slab"	"31"	"Experimental"	"slab"	"Non-cognate"	17	"9"	""	"Post"	"7"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	84	58.75	4	1	19	2.666666667	2
"31gesp"	"31"	"Experimental"	"gesp"	"Non-cognate"	18	"9"	""	"Post"	"3"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	84	58.75	4	1	19	2.666666667	2
"31tamboerijn"	"31"	"Experimental"	"tamboerijn"	"Cognate"	19	"h"	"Yes"	"Post"	"3"	"Yes"	""	1	8	8	0	0	0.11	0.16	4.6	84	58.75	4	1	19	2.666666667	2
"31wip"	"31"	"Experimental"	"wip"	"Cognate"	20	"9"	"Yes"	"Post"	"3"	"No"	""	1	3	3	0	0	0.09	0.91	4.47	84	58.75	4	1	19	2.666666667	2
"31knuffel"	"31"	"Experimental"	"knuffel"	"Cognate"	21	"9"	"Yes"	"Post"	"7"	"Yes"	""	1	6	6	0	0	0.11	1.11	4.6	84	58.75	4	1	19	2.666666667	2
"31peddel"	"31"	"Experimental"	"peddel"	"Cognate"	23	"9"	"Yes"	"Post"	"3"	"No"	""	1	5	5	0	0	0.26	0.3	4.8	84	58.75	4	1	19	2.666666667	2
"31stelt"	"31"	"Experimental"	"stelt"	"Cognate"	24	"8"	"Yes"	"Post"	"7"	"No"	""	1	5	5	0	0	0.12	1.74	3.92	84	58.75	4	1	19	2.666666667	2
"31gum"	"31"	"Experimental"	"gum"	"Cognate"	25	"h"	"Yes"	"Post"	"7"	"No"	""	1	3	3	0	0	0.18	0.17	4.4	84	58.75	4	1	19	2.666666667	2
"31kooi"	"31"	"Experimental"	"kooi"	"Non-cognate"	27	"9"	""	"Post"	"7"	"Yes"	""	1	3	3	0	0	1.15	1.17	4.53	84	58.75	4	1	19	2.666666667	2
"31rietje"	"31"	"Experimental"	"rietje"	"Non-cognate"	28	"9"	""	"Post"	"3"	"No"	""	1	5	5	0	0	0.56	0.56	5	84	58.75	4	1	19	2.666666667	2
"31lessenaar"	"31"	"Experimental"	"lessenaar"	"Non-cognate"	34	"8"	""	"Post"	"7"	"No"	""	0.57	7	4	3	0	0.34	0.1	4.64	84	58.75	4	1	19	2.666666667	2
"31broodrooster"	"31"	"Experimental"	"broodrooster"	"Non-cognate"	35	"g"	""	"Post"	"7"	"No"	""	1	10	10	0	0	0.81	0.53	4.87	84	58.75	4	1	19	2.666666667	2
"31garde"	"31"	"Experimental"	"garde"	"Non-cognate"	36	"9"	""	"Post"	"3"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	84	58.75	4	1	19	2.666666667	2
"31kapstok"	"31"	"Experimental"	"kapstok"	"Non-cognate"	37	"9"	""	"Post"	"3"	"No"	""	0	7	0	7	0	0.03	0.23	4.8	84	58.75	4	1	19	2.666666667	2
"34slang"	"34"	"Experimental"	"slang"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"Yes"	""	0	4	0	4	0	0.79	1.35	4.87	80	66.25	4	4	23	3.666666667	2
"34onderzetter"	"34"	"Experimental"	"onderzetter"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"Yes"	""	1	10	10	0	0	0.28	0.06	4.27	80	66.25	4	4	23	3.666666667	2
"34wafelijzer"	"34"	"Experimental"	"wafelijzer"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"Yes"	""	0	9	0	9	0	0.25	0.1	4.6	80	66.25	4	4	23	3.666666667	2
"34bezem"	"34"	"Experimental"	"bezem"	"Cognate"	32	"0"	"Yes"	"Main2"	"7"	"Yes"	""	1	5	5	0	0	0.73	0.68	4.93	80	66.25	4	4	23	3.666666667	2
"34lantaarn"	"34"	"Experimental"	"lantaarn"	"Cognate"	40	"9"	"Yes"	"Main2"	"3"	"Yes"	""	1	7	7	0	0	0.43	0.42	4.87	80	66.25	4	4	23	3.666666667	2
"34kurk"	"34"	"Experimental"	"kurk"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"No"	""	1	4	4	0	0	0.47	0.42	4.27	80	66.25	4	4	23	3.666666667	2
"34speen"	"34"	"Experimental"	"speen"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"Yes"	""	1	4	4	0	0	0.2	0.14	4.31	80	66.25	4	4	23	3.666666667	2
"34puntenslijper"	"34"	"Experimental"	"puntenslijper"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	0.91	11	10	1	0	0.05	0.01	NA	80	66.25	4	4	23	3.666666667	2
"34sambabal"	"34"	"Experimental"	"sambabal"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"No"	""	1	8	8	0	0	0	0	NA	80	66.25	4	4	23	3.666666667	2
"34tol"	"34"	"Experimental"	"tol"	"Non-cognate"	32	"9"	""	"Main2"	"7"	"No"	""	1	3	3	0	0	0.19	0.68	3.67	80	66.25	4	4	23	3.666666667	2
"34knikker"	"34"	"Experimental"	"knikker"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"Yes"	""	1	6	6	0	0	0.29	0.38	4.93	80	66.25	4	4	23	3.666666667	2
"34skelter"	"34"	"Experimental"	"skelter"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"No"	""	0	7	0	7	0	0.02	0.03	3.6	80	66.25	4	4	23	3.666666667	2
"34rits"	"34"	"Experimental"	"rits"	"Cognate"	12	"8"	"Yes"	"Main2"	"3"	"Yes"	""	1	4	4	0	0	0.65	0.73	4.73	80	66.25	4	4	23	3.666666667	2
"34schort"	"34"	"Experimental"	"schort"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"Yes"	""	0	5	0	5	0	0.48	0.58	4.87	80	66.25	4	4	23	3.666666667	2
"34pruik"	"34"	"Experimental"	"pruik"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"Yes"	""	1	4	4	0	0	0.84	0.88	4.8	80	66.25	4	4	23	3.666666667	2
"34tulband"	"34"	"Experimental"	"tulband"	"Cognate"	40	"g"	"Yes"	"Main2"	"3"	"No"	""	0.57	7	4	3	0	0.39	0.27	4.6	80	66.25	4	4	23	3.666666667	2
"34vijzel"	"34"	"Experimental"	"vijzel"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	0.8	5	4	1	0	0.38	0.02	4	80	66.25	4	4	23	3.666666667	2
"34kruiwagen"	"34"	"Experimental"	"kruiwagen"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	1	7	7	0	0	0.3	0.35	4.8	80	66.25	4	4	23	3.666666667	2
"34spijker"	"34"	"Experimental"	"spijker"	"Non-cognate"	28	"g"	""	"Main2"	"7"	"Yes"	""	1	6	6	0	0	0.89	0.66	4.87	80	66.25	4	4	23	3.666666667	2
"34passer"	"34"	"Experimental"	"passer"	"Non-cognate"	32	"h"	""	"Main2"	"7"	"No"	""	0	5	0	5	0	0.25	0.05	4.86	80	66.25	4	4	23	3.666666667	2
"34buis"	"34"	"Experimental"	"buis"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"Yes"	""	0	3	0	3	0	1	0.85	4.73	80	66.25	4	4	23	3.666666667	2
"34klos"	"34"	"Experimental"	"klos"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"No"	""	0	4	0	4	0	1.96	0.02	3.82	80	66.25	4	4	23	3.666666667	2
"34onderzetter"	"34"	"Experimental"	"onderzetter"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"Yes"	""	1	10	10	0	0	0.28	0.06	4.27	80	66.25	4	4	23	3.666666667	2
"34slang"	"34"	"Experimental"	"slang"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"Yes"	""	1	4	4	0	0	0.79	1.35	4.87	80	66.25	4	4	23	3.666666667	2
"34bezem"	"34"	"Experimental"	"bezem"	"Cognate"	68	"0"	"Yes"	"Main4"	"7"	"Yes"	""	1	5	5	0	0	0.73	0.68	4.93	80	66.25	4	4	23	3.666666667	2
"34wafelijzer"	"34"	"Experimental"	"wafelijzer"	"Cognate"	72	"9"	"Yes"	"Main4"	"7"	"Yes"	""	1	9	9	0	0	0.25	0.1	4.6	80	66.25	4	4	23	3.666666667	2
"34lantaarn"	"34"	"Experimental"	"lantaarn"	"Cognate"	80	"9"	"Yes"	"Main4"	"3"	"Yes"	""	1	7	7	0	0	0.43	0.42	4.87	80	66.25	4	4	23	3.666666667	2
"34kurk"	"34"	"Experimental"	"kurk"	"Cognate"	82	"9"	"Yes"	"Main4"	"7"	"No"	""	1	4	4	0	0	0.47	0.42	4.27	80	66.25	4	4	23	3.666666667	2
"34puntenslijper"	"34"	"Experimental"	"puntenslijper"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	1	11	11	0	0	0.05	0.01	NA	80	66.25	4	4	23	3.666666667	2
"34speen"	"34"	"Experimental"	"speen"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"Yes"	""	1	4	4	0	0	0.2	0.14	4.31	80	66.25	4	4	23	3.666666667	2
"34tol"	"34"	"Experimental"	"tol"	"Non-cognate"	68	"9"	""	"Main4"	"7"	"No"	""	1	3	3	0	0	0.19	0.68	3.67	80	66.25	4	4	23	3.666666667	2
"34sambabal"	"34"	"Experimental"	"sambabal"	"Non-cognate"	72	"9"	""	"Main4"	"7"	"No"	""	1	8	8	0	0	0	0	NA	80	66.25	4	4	23	3.666666667	2
"34knikker"	"34"	"Experimental"	"knikker"	"Non-cognate"	80	"9"	""	"Main4"	"3"	"Yes"	""	1	6	6	0	0	0.29	0.38	4.93	80	66.25	4	4	23	3.666666667	2
"34skelter"	"34"	"Experimental"	"skelter"	"Non-cognate"	82	"9"	""	"Main4"	"7"	"No"	""	1	7	7	0	0	0.02	0.03	3.6	80	66.25	4	4	23	3.666666667	2
"34rits"	"34"	"Experimental"	"rits"	"Cognate"	56	"8"	"Yes"	"Main4"	"3"	"Yes"	""	1	4	4	0	0	0.65	0.73	4.73	80	66.25	4	4	23	3.666666667	2
"34pruik"	"34"	"Experimental"	"pruik"	"Cognate"	68	"9"	"Yes"	"Main4"	"7"	"Yes"	""	1	4	4	0	0	0.84	0.88	4.8	80	66.25	4	4	23	3.666666667	2
"34schort"	"34"	"Experimental"	"schort"	"Cognate"	72	"9"	"Yes"	"Main4"	"7"	"Yes"	""	1	5	5	0	0	0.48	0.58	4.87	80	66.25	4	4	23	3.666666667	2
"34tulband"	"34"	"Experimental"	"tulband"	"Cognate"	80	"g"	"Yes"	"Main4"	"3"	"No"	""	0.57	7	4	3	0	0.39	0.27	4.6	80	66.25	4	4	23	3.666666667	2
"34kruiwagen"	"34"	"Experimental"	"kruiwagen"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	1	7	7	0	0	0.3	0.35	4.8	80	66.25	4	4	23	3.666666667	2
"34vijzel"	"34"	"Experimental"	"vijzel"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	0	5	0	5	0	0.38	0.02	4	80	66.25	4	4	23	3.666666667	2
"34passer"	"34"	"Experimental"	"passer"	"Non-cognate"	68	"h"	""	"Main4"	"7"	"No"	""	1	5	5	0	0	0.25	0.05	4.86	80	66.25	4	4	23	3.666666667	2
"34spijker"	"34"	"Experimental"	"spijker"	"Non-cognate"	72	"g"	""	"Main4"	"7"	"Yes"	""	1	6	6	0	0	0.89	0.66	4.87	80	66.25	4	4	23	3.666666667	2
"34buis"	"34"	"Experimental"	"buis"	"Non-cognate"	80	"9"	""	"Main4"	"3"	"Yes"	""	1	3	3	0	0	1	0.85	4.73	80	66.25	4	4	23	3.666666667	2
"34klos"	"34"	"Experimental"	"klos"	"Non-cognate"	82	"9"	""	"Main4"	"7"	"No"	""	0	4	0	4	0	1.96	0.02	3.82	80	66.25	4	4	23	3.666666667	2
"34bezem"	"34"	"Experimental"	"bezem"	"Cognate"	3	"0"	"Yes"	"Post"	"7"	"Yes"	""	1	5	5	0	0	0.73	0.68	4.93	80	66.25	4	4	23	3.666666667	2
"34onderzetter"	"34"	"Experimental"	"onderzetter"	"Cognate"	6	"9"	"Yes"	"Post"	"3"	"Yes"	""	1	10	10	0	0	0.28	0.06	4.27	80	66.25	4	4	23	3.666666667	2
"34slang"	"34"	"Experimental"	"slang"	"Cognate"	7	"9"	"Yes"	"Post"	"3"	"Yes"	""	1	4	4	0	0	0.79	1.35	4.87	80	66.25	4	4	23	3.666666667	2
"34lantaarn"	"34"	"Experimental"	"lantaarn"	"Cognate"	8	"9"	"Yes"	"Post"	"3"	"Yes"	""	1	7	7	0	0	0.43	0.42	4.87	80	66.25	4	4	23	3.666666667	2
"34wafelijzer"	"34"	"Experimental"	"wafelijzer"	"Cognate"	10	"9"	"Yes"	"Post"	"7"	"Yes"	""	0	9	0	9	0	0.25	0.1	4.6	80	66.25	4	4	23	3.666666667	2
"34kurk"	"34"	"Experimental"	"kurk"	"Cognate"	11	"9"	"Yes"	"Post"	"7"	"No"	""	1	4	4	0	0	0.47	0.42	4.27	80	66.25	4	4	23	3.666666667	2
"34speen"	"34"	"Experimental"	"speen"	"Non-cognate"	12	"9"	""	"Post"	"3"	"Yes"	""	0.5	4	2	2	0	0.2	0.14	4.31	80	66.25	4	4	23	3.666666667	2
"34sambabal"	"34"	"Experimental"	"sambabal"	"Non-cognate"	14	"9"	""	"Post"	"7"	"No"	""	1	8	8	0	0	0	0	NA	80	66.25	4	4	23	3.666666667	2
"34puntenslijper"	"34"	"Experimental"	"puntenslijper"	"Non-cognate"	15	"9"	""	"Post"	"3"	"No"	""	0.91	11	10	1	0	0.05	0.01	NA	80	66.25	4	4	23	3.666666667	2
"34skelter"	"34"	"Experimental"	"skelter"	"Non-cognate"	17	"9"	""	"Post"	"7"	"No"	""	1	7	7	0	0	0.02	0.03	3.6	80	66.25	4	4	23	3.666666667	2
"34tol"	"34"	"Experimental"	"tol"	"Non-cognate"	18	"9"	""	"Post"	"7"	"No"	""	1	3	3	0	0	0.19	0.68	3.67	80	66.25	4	4	23	3.666666667	2
"34knikker"	"34"	"Experimental"	"knikker"	"Non-cognate"	19	"9"	""	"Post"	"3"	"Yes"	""	1	6	6	0	0	0.29	0.38	4.93	80	66.25	4	4	23	3.666666667	2
"34rits"	"34"	"Experimental"	"rits"	"Cognate"	20	"8"	"Yes"	"Post"	"3"	"Yes"	""	1	4	4	0	0	0.65	0.73	4.73	80	66.25	4	4	23	3.666666667	2
"34schort"	"34"	"Experimental"	"schort"	"Cognate"	21	"9"	"Yes"	"Post"	"7"	"Yes"	""	1	5	5	0	0	0.48	0.58	4.87	80	66.25	4	4	23	3.666666667	2
"34tulband"	"34"	"Experimental"	"tulband"	"Cognate"	23	"g"	"Yes"	"Post"	"3"	"No"	""	0.57	7	4	3	0	0.39	0.27	4.6	80	66.25	4	4	23	3.666666667	2
"34pruik"	"34"	"Experimental"	"pruik"	"Cognate"	24	"9"	"Yes"	"Post"	"7"	"Yes"	""	1	4	4	0	0	0.84	0.88	4.8	80	66.25	4	4	23	3.666666667	2
"34vijzel"	"34"	"Experimental"	"vijzel"	"Non-cognate"	29	"9"	""	"Post"	"3"	"No"	""	0	5	0	5	0	0.38	0.02	4	80	66.25	4	4	23	3.666666667	2
"34klos"	"34"	"Experimental"	"klos"	"Non-cognate"	31	"9"	""	"Post"	"7"	"No"	""	0	4	0	4	0	1.96	0.02	3.82	80	66.25	4	4	23	3.666666667	2
"34spijker"	"34"	"Experimental"	"spijker"	"Non-cognate"	32	"g"	""	"Post"	"7"	"Yes"	""	1	6	6	0	0	0.89	0.66	4.87	80	66.25	4	4	23	3.666666667	2
"34buis"	"34"	"Experimental"	"buis"	"Non-cognate"	34	"9"	""	"Post"	"3"	"Yes"	""	1	3	3	0	0	1	0.85	4.73	80	66.25	4	4	23	3.666666667	2
"34passer"	"34"	"Experimental"	"passer"	"Non-cognate"	35	"h"	""	"Post"	"7"	"No"	""	1	5	5	0	0	0.25	0.05	4.86	80	66.25	4	4	23	3.666666667	2
"34kruiwagen"	"34"	"Experimental"	"kruiwagen"	"Non-cognate"	37	"9"	""	"Post"	"3"	"No"	""	0.14	7	1	6	0	0.3	0.35	4.8	80	66.25	4	4	23	3.666666667	2
"35rietje"	"35"	"Experimental"	"rietje"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"Yes"	""	1	5	5	0	0	0.56	0.56	5	77	67.5	3	3	21	4.333333333	1
"35garde"	"35"	"Experimental"	"garde"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	77	67.5	3	3	21	4.333333333	1
"35broodrooster"	"35"	"Experimental"	"broodrooster"	"Non-cognate"	28	"g"	""	"Main2"	"7"	"No"	""	0	10	0	10	0	0.81	0.53	4.87	77	67.5	3	3	21	4.333333333	1
"35lessenaar"	"35"	"Experimental"	"lessenaar"	"Non-cognate"	32	"9"	""	"Main2"	"7"	"No"	""	0.86	7	6	1	0	0.34	0.1	4.64	77	67.5	3	3	21	4.333333333	1
"35kapstok"	"35"	"Experimental"	"kapstok"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"No"	""	0	7	0	7	0	0.03	0.23	4.8	77	67.5	3	3	21	4.333333333	1
"35stolp"	"35"	"Experimental"	"stolp"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"No"	""	0	5	0	5	0	NA	0.07	4.54	77	67.5	3	3	21	4.333333333	1
"35wip"	"35"	"Experimental"	"wip"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"No"	""	1	3	3	0	0	0.09	0.91	4.47	77	67.5	3	3	21	4.333333333	1
"35zwemvleugel"	"35"	"Experimental"	"zwemvleugel"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"No"	""	1	10	10	0	0	0.09	NA	NA	77	67.5	3	3	21	4.333333333	1
"35knuffel"	"35"	"Experimental"	"knuffel"	"Cognate"	32	"8"	"Yes"	"Main2"	"7"	"Yes"	""	1	6	6	0	0	0.11	1.11	4.6	77	67.5	3	3	21	4.333333333	1
"35toverstaf"	"35"	"Experimental"	"toverstaf"	"Cognate"	40	"8"	"Yes"	"Main2"	"3"	"No"	""	0	9	0	9	0	0.52	0.26	4.4	77	67.5	3	3	21	4.333333333	1
"35stelt"	"35"	"Experimental"	"stelt"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"No"	""	1	5	5	0	0	0.12	1.74	3.92	77	67.5	3	3	21	4.333333333	1
"35veter"	"35"	"Experimental"	"veter"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	77	67.5	3	3	21	4.333333333	1
"35tooi"	"35"	"Experimental"	"tooi"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	1	3	3	0	0	0.03	0.03	3.75	77	67.5	3	3	21	4.333333333	1
"35kous"	"35"	"Experimental"	"kous"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"No"	""	0	3	0	3	0	0.41	0.51	4.67	77	67.5	3	3	21	4.333333333	1
"35waaier"	"35"	"Experimental"	"waaier"	"Non-cognate"	32	"9"	""	"Main2"	"7"	"Yes"	""	0	5	0	5	0	0.45	0.31	4.53	77	67.5	3	3	21	4.333333333	1
"35gesp"	"35"	"Experimental"	"gesp"	"Non-cognate"	40	"8"	""	"Main2"	"3"	"No"	""	0.75	4	3	1	0	0.21	0.29	4.53	77	67.5	3	3	21	4.333333333	1
